Em’s Restaurant,https://www.yelp.com/biz/ems-restaurant-salt-lake-city,3.5,164,Moderate,"['American (New)', 'Breakfast & Brunch']",(801) 596-0566,271 N Center St,Capitol Hill
Sala Thai Kitchen,https://www.yelp.com/biz/sala-thai-kitchen-salt-lake-city,3.5,162,Moderate,"['Thai', 'Desserts', 'Salad']",(801) 328-2499,677 S 200th W,Downtown
Spencer’s For Steaks And Chops,https://www.yelp.com/biz/spencers-for-steaks-and-chops-salt-lake-city-2,3.5,173,High,"['Steakhouses', 'Wine Bars', 'Seafood']",(801) 238-4748, ,Downtown
Hruska’s Kolaches,https://www.yelp.com/biz/hruskas-kolaches-salt-lake-city,4.5,101,Low,"['Bakeries', 'Breakfast & Brunch']",(801) 623-3578,2030 S 900th E,Sugar House
Hires Big H,https://www.yelp.com/biz/hires-big-h-salt-lake-city,3.5,235,Low,['Burgers'],(801) 364-4582,425 S 700th E,East Central
The Cotton Bottom Inn,https://www.yelp.com/biz/the-cotton-bottom-inn-salt-lake-city,3.5,165,Low,"['Dive Bars', 'Burgers']",(801) 273-9830,2820 E 6200th S,East Millcreek
Itto Sushi,https://www.yelp.com/biz/itto-sushi-salt-lake-city-2,4,32, ,"['Sushi Bars', 'Japanese']",(385) 522-2603,12 W Broadway,Downtown
Cafe Rio,https://www.yelp.com/biz/cafe-rio-salt-lake-city-9,2.5,218,Low,['Mexican'],(801) 924-3800,532 E 400th S,Central City
Kaiser’s Bar-B-Q and General Store,https://www.yelp.com/biz/kaisers-bar-b-q-and-general-store-salt-lake-city,3.5,85,Moderate,['Barbeque'],(801) 355-0499,962 S 300th W,Granary District
JINYA Ramen Bar,https://www.yelp.com/biz/jinya-ramen-bar-salt-lake-city,4,64,Moderate,['Ramen'],(801) 883-9466,675 E 2100th S,Liberty Wells
Rico Cocina Y Tequila Bar,https://www.yelp.com/biz/rico-cocina-y-tequila-bar-salt-lake-city-2,3.5,19,Moderate,"['Mexican', 'Bars']",(801) 983-6692,545 W 700 S,Peoples Freeway
The Pie Pizzeria - Take Out & Delivery,https://www.yelp.com/biz/the-pie-pizzeria-take-out-and-delivery-salt-lake-city-2,4,153,Moderate,"['Pizza', 'Vegan', 'Gluten-Free']",(801) 582-5700,275 S 1300 E,East Central
Proper Brewing,https://www.yelp.com/biz/proper-brewing-salt-lake-city,3.5,74,Moderate,"['Breweries', 'Burgers', 'Juice Bars & Smoothies']",(801) 953-1707,857 Main St,Downtown
Dave & Buster’s,https://www.yelp.com/biz/dave-and-busters-salt-lake-city-2,3,103,Moderate,"['Bars', 'Arcades', 'American (Traditional)']",(385) 285-7320,140 S Rio Grande St,Downtown
Star of India,https://www.yelp.com/biz/star-of-india-salt-lake-city,3.5,226,Moderate,['Indian'],(801) 363-7555,1659 W North Temple,Poplar Grove
Village Baker,https://www.yelp.com/biz/village-baker-salt-lake-city,4.5,71,Low,"['American (New)', 'Pizza', 'Sandwiches']",(801) 413-7082,111 Main St,Downtown
Tacos Daniel,https://www.yelp.com/biz/tacos-daniel-salt-lake-city,4,45,Low,['Mexican'],(801) 521-9404,1017 N 900th W,Rose Park
Poplar Street Pub,https://www.yelp.com/biz/poplar-street-pub-salt-lake-city,3.5,176,Moderate,"['Pubs', 'American (Traditional)', 'Pizza']",(801) 532-2715,242 S 200th W,Downtown
Nostalgia Cafe,https://www.yelp.com/biz/nostalgia-cafe-salt-lake-city,4,154,Low,"['Coffee & Tea', 'Breakfast & Brunch', 'Vegan']",(801) 532-5638,248 E 100th S,Central City
Stella Grill,https://www.yelp.com/biz/stella-grill-salt-lake-city,3.5,164,Moderate,"['Diners', 'American (Traditional)', 'Mexican']",(801) 288-0051,4291 S 900th E,
CoreLife Eatery,https://www.yelp.com/biz/corelife-eatery-salt-lake-city-2,4,70, ,['American (New)'],(385) 259-0395,51 S Main St,Downtown
Simply Sushi,https://www.yelp.com/biz/simply-sushi-salt-lake-city,3,217,Moderate,['Sushi Bars'],(801) 746-4445,180 W 400th S,Downtown
Good Grammar,https://www.yelp.com/biz/good-grammar-salt-lake-city,3.5,96,Moderate,"['American (New)', 'Cocktail Bars']",(385) 415-5002,69 E Gallivan Ave,Downtown
Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-salt-lake-city-3,1.5,162,Moderate,"['Sports Bars', 'American (Traditional)', 'Chicken Wings']",(801) 484-1775,2132 S Highland Dr,Sugar House
Blue Iguana,https://www.yelp.com/biz/blue-iguana-salt-lake-city-3,3,272,Moderate,"['Mexican', 'Seafood', 'Vegetarian']",(801) 533-8900,165 SW Temple,Downtown
Bumblebees KBBQ,https://www.yelp.com/biz/bumblebees-kbbq-west-valley-city-2,4,78,Low,"['Korean', 'Burgers', 'Barbeque']",(801) 869-1600,2682 S High Commons Way,
O’Falafel Etc,https://www.yelp.com/biz/o-falafel-etc-salt-lake-city,4,228,Low,"['Falafel', 'Halal', 'Sandwiches']",(801) 487-7747,790 E 2100th S,Sugar House
Shahrazad Market & Restaurant,https://www.yelp.com/biz/shahrazad-market-and-restaurant-salt-lake-city,4,81,Moderate,"['Middle Eastern', 'International Grocery']",(801) 972-3468,1615 W 2100th S,Glendale
Cancun Cafe,https://www.yelp.com/biz/cancun-cafe-salt-lake-city-3,4,67,Low,['Mexican'],(801) 355-0343,123 E 200th S,Downtown
Even Stevens Sandwiches,https://www.yelp.com/biz/even-stevens-sandwiches-salt-lake-city-4,4.5,288,Low,"['Sandwiches', 'Salad', 'Breakfast & Brunch']",(801) 953-0357,2030 S 900th E,Sugar House
Cafe On Main,https://www.yelp.com/biz/cafe-on-main-salt-lake-city,4,40,Low,"['Mediterranean', 'Desserts', 'Cafes']",(801) 487-9434,2701 S Main St,City of South Salt Lake
Grinders 13,https://www.yelp.com/biz/grinders-13-salt-lake-city,4,54,Low,"['Sandwiches', 'Cheesesteaks', 'American (Traditional)']",(801) 467-3676,1618 S State St,Ballpark
The Other Place Restaurant,https://www.yelp.com/biz/the-other-place-restaurant-salt-lake-city,4,179,Moderate,"['Greek', 'Mediterranean', 'Breakfast & Brunch']",(801) 521-6567,469 E 300th S,Central City
Big Tortas Sur 39,https://www.yelp.com/biz/big-tortas-sur-39-salt-lake-city,5,45,Moderate,"['Mexican', 'Sandwiches', 'Juice Bars & Smoothies']",(385) 221-4878,541 W 3900th S,
Copper Common,https://www.yelp.com/biz/copper-common-salt-lake-city,3.5,173,Moderate,"['Bars', 'American (New)']",(801) 355-0543,111 E 300th S,Downtown
Don Pollo Mexican Grill,https://www.yelp.com/biz/don-pollo-mexican-grill-west-valley-city,5,120,Low,"['Mexican', 'Chicken Shop']",(385) 557-2101,3451 5600th W,
Fat Jack’s Tap House,https://www.yelp.com/biz/fat-jacks-tap-house-salt-lake-city,3,129,Moderate,"['Burgers', 'Pubs', 'Chicken Wings']",(801) 890-5155,206 SW Temple,Downtown
Beaumont Bakery & Cafe,https://www.yelp.com/biz/beaumont-bakery-and-cafe-salt-lake-city,4,65,Moderate,"['Coffee & Tea', 'Bakeries', 'Cafes']",(801) 676-9340,3979  Wasatch Blvd,Olympus Cove
JB’s Restaurant,https://www.yelp.com/biz/jbs-restaurant-salt-lake-city,3,57,Low,['American (Traditional)'],(801) 328-8344,102 W S Temple,Downtown
Tacos Y Mariscos El Paisa,https://www.yelp.com/biz/tacos-y-mariscos-el-paisa-salt-lake-city,5,32,Low,"['Mexican', 'Food Stands']",(801) 608-9349,896 S State St,Downtown
Greek Souvlaki,https://www.yelp.com/biz/greek-souvlaki-salt-lake-city-2,3.5,160,Low,"['Greek', 'Mediterranean']",(801) 322-2062,404 E 300th S,Central City
Cinnaholic,https://www.yelp.com/biz/cinnaholic-salt-lake-city,4,67,Low,"['Bakeries', 'Desserts', 'Vegan']",(385) 415-2744,358 S 700th E,Central City
Mestizo Coffeehouse,https://www.yelp.com/biz/mestizo-coffeehouse-salt-lake-city,4.5,85,Low,"['Art Galleries', 'Cafes']",(801) 596-0500,631 W North Temple,Poplar Grove
Free Wheeler Pizza,https://www.yelp.com/biz/free-wheeler-pizza-salt-lake-city-2,4,164,Moderate,['Pizza'],(801) 322-3733,150 South 400 E,Central City
Coachmans Dinner & Pancake House,https://www.yelp.com/biz/coachmans-dinner-and-pancake-house-salt-lake-city,3.5,253,Low,"['Breakfast & Brunch', 'American (Traditional)', 'Diners']",(801) 486-3579,1301 S State St,Liberty Wells
Tinker’s Cat Cafe,https://www.yelp.com/biz/tinkers-cat-cafe-salt-lake-city,4,48,Low,['Themed Cafes'],(801) 519-2287,302 E 900th S,
Chronic Tacos,https://www.yelp.com/biz/chronic-tacos-salt-lake-city,3,115,Low,"['Mexican', 'Gluten-Free', 'Tapas/Small Plates']",(801) 906-8411,2121 S McClelland,Sugar House
Apollo Burger,https://www.yelp.com/biz/apollo-burger-salt-lake-city-4,4,19,Low,"['Burgers', 'Breakfast & Brunch', 'American (Traditional)']",(801) 532-4301,379 S Main St,Downtown
Quetzal Imports,https://www.yelp.com/biz/quetzal-imports-salt-lake-city,4.5,4, ,['Salvadoran'],(801) 328-0188,580 W 500th N,Fairpark
Tsunami Restaurant & Sushi Bar,https://www.yelp.com/biz/tsunami-restaurant-and-sushi-bar-salt-lake-city,4,274,Moderate,"['Sushi Bars', 'Japanese', 'Asian Fusion']",(801) 467-5545,2223 S Highland Dr,Sugar House
Taqueria El Rey De Oros,https://www.yelp.com/biz/taqueria-el-rey-de-oros-salt-lake-city,4,85,Low,['Mexican'],(801) 322-3176,175 S 900th W,Poplar Grove
The Kathmandu,https://www.yelp.com//biz/the-kathmandu-salt-lake-city,4.0,250,Moderate,"['Indian', 'Himalayan/Nepalese']",(801) 466-3504,3142 S Highland Dr,Sugar House
Sugar House BBQ,https://www.yelp.com//biz/sugar-house-bbq-salt-lake-city-4,3.5,251,Moderate,['Barbeque'],(801) 463-4800,880 E 2100th S,Sugar House
Chile Amor,https://www.yelp.com//biz/chile-amor-north-salt-lake,4.0,151,Moderate,"['Mexican', 'Desserts']",(801) 936-0340,220 S Hwy 89, 
The People’s Coffee,https://www.yelp.com//biz/the-peoples-coffee-salt-lake-city,4.5,89,Low,"['Coffee & Tea', 'Breakfast & Brunch', 'Bagels']",(801) 906-8761,221 E Broadway 300 S,Central City
Mom’s Rasoi,https://www.yelp.com//biz/mom-s-rasoi-salt-lake-city,4.0,3, ,"['Indian', 'Vegetarian']",(801) 355-1963,573 E 300th S,Central City
Argentina’s Best Empanadas,https://www.yelp.com//biz/argentinas-best-empanadas-salt-lake-city-3,4.0,29,Low,"['Empanadas', 'Argentine', 'Breakfast & Brunch']",(801) 815-0690,357 S 200th E,Central City
Rodizio Grill,https://www.yelp.com//biz/rodizio-grill-salt-lake-city-4,3.5,350,Moderate,"['Brazilian', 'Steakhouses']",(801) 220-0500,600 S 700th E,Central City
Greenhouse Effect Coffee & Crepes,https://www.yelp.com//biz/greenhouse-effect-coffee-and-crepes-salt-lake-city,3.5,123,Low,"['Coffee & Tea', 'Creperies']",(801) 466-3273,3231 S 900th E, 
La Hacienda,https://www.yelp.com//biz/la-hacienda-salt-lake-city,4.0,98,Low,['Mexican'],(801) 973-0738,1248 S Redwood Rd,Glendale
El Viroleno,https://www.yelp.com//biz/el-viroleno-salt-lake-city-3,4.0,53,Low,['Salvadoran'],(801) 595-7021,471 W 800th S,Granary District
Maud’s Café,https://www.yelp.com//biz/mauds-caf%C3%A9-salt-lake-city-5,4.5,8,Low,['Cafes'],(801) 597-2868,422A W 900th S,Granary District
Bento Truck,https://www.yelp.com//biz/bento-truck-salt-lake-city,4.0,27,Low,"['Japanese', 'Food Trucks']",(801) 403-5609,295 S 1500th E,University
Chinese Taste,https://www.yelp.com//biz/chinese-taste-salt-lake-city,4.0,30,Moderate,['Chinese'],(801) 466-0888,3424 S State St,City of South Salt Lake
What A Dish Fresh Mex Grillworks,https://www.yelp.com//biz/what-a-dish-fresh-mex-grillworks-salt-lake-city,5.0,3,Low,"['Tacos', 'Street Vendors']",(385) 226-0670, ,Downtown
Shiro Kuma Snow Cream,https://www.yelp.com//biz/shiro-kuma-snow-cream-west-valley-city,4.5,112,Low,"['Waffles', 'Shaved Snow']",(801) 251-0134,2843 S 5600th W, 
La Estación Del Taco,https://www.yelp.com//biz/la-estaci%C3%B3n-del-taco-salt-lake-city,4.0,1, ,"['Tacos', 'Food Trucks']",(801) 953-3082,125 Main St,Downtown
Corner Bakery Cafe,https://www.yelp.com//biz/corner-bakery-cafe-salt-lake-city,3.0,131,Low,"['Bakeries', 'American (Traditional)', 'Sandwiches']",(801) 583-2000,610 S Foothill Blvd,East Bench
Bruges Waffles & Frites,https://www.yelp.com//biz/bruges-waffles-and-frites-salt-lake-city-3,4.0,223,Low,"['Belgian', 'Breakfast & Brunch', 'Food Trucks']",(801) 486-9999,2314 S Highland Dr,Sugar House
Sauce Boss Food Truck,https://www.yelp.com//biz/sauce-boss-food-truck-salt-lake-city,4.5,10, ,"['Food Trucks', 'Italian']", , , 
Iceberg Drive Inn,https://www.yelp.com//biz/iceberg-drive-inn-salt-lake-city-7,3.5,126,Low,"['Burgers', 'Ice Cream & Frozen Yogurt', 'Desserts']",(801) 716-4133,3900 S 900th E, 
Cedars of Lebanon,https://www.yelp.com//biz/cedars-of-lebanon-salt-lake-city,3.5,182,Moderate,['Lebanese'],(801) 364-4096,152 E 200th S,Downtown
World Dog,https://www.yelp.com//biz/world-dog-salt-lake-city,4.5,9,Low,"['Street Vendors', 'Hot Dogs']",(801) 831-2078, ,Sugar House
The Garden Restaurant,https://www.yelp.com//biz/the-garden-restaurant-salt-lake-city,3.5,96,Moderate,['American (New)'],(801) 539-3170, ,Downtown
Charlotte-Rose’s Carolina BBQ,https://www.yelp.com//biz/charlotte-roses-carolina-bbq-bountiful,4.5,26,Moderate,['Barbeque'],(919) 244-6604,571 W 2600th S, 
Curry In A Hurry,https://www.yelp.com//biz/curry-in-a-hurry-salt-lake-city,3.5,146,Low,"['Indian', 'Pakistani']",(801) 467-4137,2020 S State St,Ballpark
Charlie Chow’s Dragon Grill,https://www.yelp.com//biz/charlie-chows-dragon-grill-salt-lake-city-2,3.5,230,Moderate,"['Chinese', 'Mongolian', 'Asian Fusion']",(801) 328-3663,255 E 400th S,Central City
Crown Burgers,https://www.yelp.com//biz/crown-burgers-salt-lake-city-5,4.0,44,Moderate,['Burgers'],(801) 972-8586,2684 S 3200th W, 
Lion House Pantry Restaurant,https://www.yelp.com//biz/lion-house-pantry-restaurant-salt-lake-city,3.5,95,Moderate,['Cafeteria'],(801) 539-3257, ,Downtown
El Chihuahua Restaurant,https://www.yelp.com//biz/el-chihuahua-restaurant-salt-lake-city,3.5,217,Moderate,['Mexican'],(801) 272-8091,3926 Highland Dr, 
Alamexo Cantina,https://www.yelp.com//biz/alamexo-cantina-salt-lake-city,3.0,52,Moderate,['Mexican'],(801) 658-5859,1059 East 900 S,East Central
Janet’s Sunshine Cafe,https://www.yelp.com/biz/janets-sunshine-cafe-north-salt-lake,4,208,Low,"['Salad', 'Breakfast & Brunch', 'American (Traditional)']",(801) 936-0915,20 S Orchard Dr,
RISE by Good Day,https://www.yelp.com/biz/rise-by-good-day-salt-lake-city,5,3, ,"['Bakeries', 'Pizza']",(801) 906-8568,380 W 1700 S,Ballpark
Pho Thin,https://www.yelp.com/biz/pho-thin-salt-lake-city,3.5,203,Moderate,"['Vietnamese', 'Noodles', 'Sandwiches']",(801) 485-2323,2121 Mcclelland St,Sugar House
The Pie Pizzeria - South Salt Lake,https://www.yelp.com/biz/the-pie-pizzeria-south-salt-lake-salt-lake-city,4,42,Moderate,"['Vegan', 'Gluten-Free', 'Pizza']",(801) 466-5100,3321 S 200 E,City of South Salt Lake
Tacos El Toro,https://www.yelp.com/biz/tacos-el-toro-salt-lake-city-2,4.5,77,Low,"['Mexican', 'Food Stands']",(801) 667-4663,800 S State St,Downtown
Mano Thai Diner,https://www.yelp.com/biz/mano-thai-diner-salt-lake-city-2,4,134,Moderate,['Thai'],(801) 485-1209,41 W 3300th S,City of South Salt Lake
Wild Pepper Pizza,https://www.yelp.com/biz/wild-pepper-pizza-salt-lake-city,3.5,45,Low,"['Pizza', 'Chicken Wings']",(801) 220-0777,777 S State St,Downtown
Cafe Rio,https://www.yelp.com/biz/cafe-rio-salt-lake-city-5,3,184,Low,['Mexican'],(385) 282-5400, ,
The Dayroom,https://www.yelp.com/biz/the-dayroom-salt-lake-city,4,3, ,"['Coffee & Tea', 'Breakfast & Brunch']", ,271 Center St W,Capitol Hill
New Golden Dragon,https://www.yelp.com/biz/new-golden-dragon-salt-lake-city,3.5,170,Moderate,"['Dim Sum', 'Seafood']",(801) 487-9888,1716 S State St,Ballpark
East West Connection,https://www.yelp.com/biz/east-west-connection-salt-lake-city,4,95,Moderate,"['Vegetarian', 'Asian Fusion', 'Ramen']",(801) 581-1128,1400 S Foothill Dr,Bonneville Hills
One 0 Eight,https://www.yelp.com/biz/one-0-eight-salt-lake-city,4.5,3, ,['Pizza'], ,1709 E 1300th S,Yalecrest
Ti Amo Wood Fired Pizza,https://www.yelp.com/biz/ti-amo-wood-fired-pizza-bountiful-2,4.5,115,Moderate,"['Pizza', 'Pasta Shops', 'Salad']",(801) 294-5180,515 W 2600th S,
Tibet Bowl & Sushi,https://www.yelp.com/biz/tibet-bowl-and-sushi-salt-lake-city,4.5,4, ,"['Sushi Bars', 'Japanese']", ,50 Main St,Downtown
Garden Cafe,https://www.yelp.com/biz/garden-cafe-salt-lake-city-3,3.5,85,High,['Cafes'],(801) 258-6708, ,Downtown
Full House Asian Bistro,https://www.yelp.com/biz/full-house-asian-bistro-salt-lake-city,4.5,16, ,"['Sushi Bars', 'Japanese', 'Chinese']",(801) 363-1977,329 State St,Downtown
Bagels and Greens,https://www.yelp.com/biz/bagels-and-greens-salt-lake-city-2,4,26, ,"['Bagels', 'Salad', 'Sandwiches']",(801) 355-2400,170 S Main St,Downtown
Cafe Guanaco,https://www.yelp.com/biz/cafe-guanaco-south-salt-lake-3,4.5,120,Low,"['Salvadoran', 'Mexican', 'Breakfast & Brunch']",(801) 484-6584,499 E 2700 S,City of South Salt Lake
Knickerbockers Deli,https://www.yelp.com/biz/knickerbockers-deli-salt-lake-city,4,30,Low,['Delis'],(801) 583-8854,421 Wakara Way,University
Buca di Beppo Italian Restaurant,https://www.yelp.com/biz/buca-di-beppo-italian-restaurant-salt-lake-city-3,3,185,Moderate,['Italian'],(801) 575-6262,202 W 300th S,Downtown
Real Tacos,https://www.yelp.com/biz/real-tacos-salt-lake-city,4.5,8,Low,['Mexican'], ,115 E 200th S,Downtown
Restaurant by Hotel RL,https://www.yelp.com/biz/restaurant-by-hotel-rl-salt-lake-city,4,12,Moderate,"['Breakfast & Brunch', 'Comfort Food']",(801) 521-7373, ,Downtown
Chicken Express,https://www.yelp.com/biz/chicken-express-salt-lake-city,4,85,Low,"['Greek', 'Barbeque']",(801) 487-7373,3440 S State St,City of South Salt Lake
Apollo Burger,https://www.yelp.com/biz/apollo-burger-salt-lake-city-2,3.5,60,Low,"['Burgers', 'Breakfast & Brunch', 'American (Traditional)']",(801) 595-1277,143 N Redwood Rd,Jordan Meadows
Cucina,https://www.yelp.com/biz/cucina-salt-lake-city-2,4,136,Moderate,"['Delis', 'Wine Bars', 'American (New)']",(801) 322-3055,1026 E 2nd Ave,The Avenues
High West Saloon,https://www.yelp.com/biz/high-west-saloon-salt-lake-city-2,3.5,56,Moderate,"['American (Traditional)', 'Distilleries', 'Cocktail Bars']",(801) 204-4786, ,
Saffron Valley Sugar House,https://www.yelp.com/biz/saffron-valley-sugar-house-salt-lake-city,4,107,Moderate,"['Indian', 'Gluten-Free', 'Vegetarian']",(801) 203-3754,479 E 2100th S,Liberty Wells
Pho Anh Dao,https://www.yelp.com/biz/pho-anh-dao-salt-lake-city,5,2, ,['Vietnamese'], ,825 S State St,Downtown
Zao Asian Cafe,https://www.yelp.com/biz/zao-asian-cafe-salt-lake-city-8,4.5,36,Moderate,"['Asian Fusion', 'Thai']",(801) 467-4113,2227 S Highland Dr,Sugar House
Mediterranean Market & Deli,https://www.yelp.com/biz/mediterranean-market-and-deli-salt-lake-city,4.5,55,Low,"['Delis', 'Mediterranean', 'Italian']",(801) 266-2011,3942 S State St,
Gossip Tapioca,https://www.yelp.com/biz/gossip-tapioca-west-valley-city,4,280,Low,"['Vietnamese', 'Chinese', 'Bubble Tea']",(801) 886-2868,1629 W 3500th S,
El Morelense,https://www.yelp.com/biz/el-morelense-west-valley-city,4.5,82,Low,['Mexican'],(801) 347-1378,2470 S Redwood Rd,
Paris Bistro,https://www.yelp.com/biz/paris-bistro-salt-lake-city,3.5,153,High,"['French', 'American (New)']",(801) 486-5585,1500 E 1500th S,15th & 15th
Este Pizzeria - Downtown,https://www.yelp.com/biz/este-pizzeria-downtown-salt-lake-city,3.5,214,Low,['Pizza'],(801) 363-2366,156 E 200th S,Downtown
Cat Cora’s Kitchen,https://www.yelp.com/biz/cat-coras-kitchen-salt-lake-city,3.5,276,Moderate,['American (New)'],(801) 322-6304, ,
Victor’s Restaurant,https://www.yelp.com/biz/victors-restaurant-salt-lake-city,4,26,Low,['Mexican'],(801) 326-6182,1406 South 700 W,Glendale
Hi Sushi,https://www.yelp.com/biz/hi-sushi-salt-lake-city,4,69,Moderate,"['Japanese', 'Sushi Bars']",(801) 906-8320,1400 Foothill Dr,Bonneville Hills
Christopher’s Prime Tavern & Grill,https://www.yelp.com/biz/christophers-prime-tavern-and-grill-salt-lake-city-2,3.5,203,High,"['Seafood', 'Steakhouses']",(801) 519-8515,110 Broadway,Downtown
Little America Coffee Shop,https://www.yelp.com/biz/little-america-coffee-shop-salt-lake-city,3.5,130,Moderate,"['Coffee & Tea', 'Comfort Food', 'Breakfast & Brunch']",(801) 596-5708, ,Downtown
The Garden Grille and Bar,https://www.yelp.com/biz/the-garden-grille-and-bar-salt-lake-city,3.5,23,Moderate,['American (Traditional)'],(801) 519-9000,4985 Wiley Post Way,Jordan Meadows
Indochine Vietnamese Bistro,https://www.yelp.com/biz/indochine-vietnamese-bistro-salt-lake-city,3.5,193,Moderate,"['Vietnamese', 'Chinese', 'Bars']",(801) 582-0896,230 S 1300th E,East Central
Thai Star Cuisine By Dow,https://www.yelp.com/biz/thai-star-cuisine-by-dow-west-valley-city-3,4.5,88,Low,"['Thai', 'Noodles']",(801) 973-6670,3197 S Redwood Rd,
Lucky H Bar & Grille,https://www.yelp.com/biz/lucky-h-bar-and-grille-salt-lake-city,3.5,54,Moderate,"['Steakhouses', 'Bars', 'Seafood']",(801) 596-5704, ,Downtown
Twin Suns Cafe,https://www.yelp.com/biz/twin-suns-cafe-salt-lake-city-3,4,61,Low,"['Cafes', 'Breakfast & Brunch', 'Mexican']",(385) 252-7061,2305 Highland Dr,Sugar House
Millcreek Coffee Roasters,https://www.yelp.com/biz/millcreek-coffee-roasters-salt-lake-city-2,4.5,88,Low,"['Coffee & Tea', 'Sandwiches', 'Bakeries']",(801) 595-8646,657 S Main St,Downtown
Big Willies,https://www.yelp.com/biz/big-willies-salt-lake-city,4,30,Moderate,"['Sports Bars', 'American (Traditional)', 'Breakfast & Brunch']",(801) 463-4996,1717 S Main St,Ballpark
Little Polynesia Market and Food,https://www.yelp.com/biz/little-polynesia-market-and-food-west-valley-city,4.5,8, ,"['Polynesian', 'International Grocery']",(801) 969-2438,5419 W 3500th S,
Siam PT,https://www.yelp.com/biz/siam-pt-salt-lake-city-2,3.5,235,Moderate,"['Thai', 'Noodles']",(801) 474-3322,1435 S State St,Liberty Wells
Zabb Noodles,https://www.yelp.com/biz/zabb-noodles-south-salt-lake-4,3.5,77,Moderate,['Noodles'],(385) 242-7605,168 E 3300th S,City of South Salt Lake
Mo’s American Diner,https://www.yelp.com/biz/mos-american-diner-salt-lake-city-2,3.5,39,Low,"['Diners', 'American (Traditional)']",(801) 359-0586,1280 S 300th W,Peoples Freeway
Shanghai Cafe,https://www.yelp.com/biz/shanghai-cafe-salt-lake-city,3.5,155,Low,"['Chinese', 'Vietnamese', 'Cafes']",(801) 322-1841,145 E 1300th S,
Liberty Heights Fresh,https://www.yelp.com/biz/liberty-heights-fresh-salt-lake-city,4.5,59,High,"['Specialty Food', 'Sandwiches', 'Delis']",(801) 583-7374,1290 South 1100 E,East Liberty Park
Sicilia Pizza & Kitchen,https://www.yelp.com/biz/sicilia-pizza-and-kitchen-salt-lake-city-2,3.5,98,Low,"['Pizza', 'Italian', 'Salad']",(801) 961-7077,35 W Broadway,Downtown
MOD Pizza,https://www.yelp.com/biz/mod-pizza-salt-lake-city,4.5,34,Low,"['Fast Food', 'Pizza']",(385) 393-0201,1010 E 2100 S,Sugar House
Benihana,https://www.yelp.com/biz/benihana-salt-lake-city,3,209,High,"['Japanese', 'Sushi Bars']",(801) 322-2421,165 S West Temple,Downtown
Chick-fil-A,https://www.yelp.com/biz/chick-fil-a-salt-lake-city-2,4,29,Low,['Fast Food'],(801) 363-2697, ,Downtown
Julia’s Mexican Restaurant,https://www.yelp.com/biz/julias-mexican-restaurant-salt-lake-city,4,31,Low,['Mexican'],(801) 521-4228,51 S 1000th W,Poplar Grove
Pho 777,https://www.yelp.com/biz/pho-777-west-valley-city-2,5,1, ,['Vietnamese'], ,1835 W 3600 S,
Sono Express,https://www.yelp.com/biz/sono-express-salt-lake-city-6,4,12,Low,"['Japanese', 'Chinese', 'Korean']",(801) 582-2800,1318 E 200th S,East Central
Nauvoo Cafe,https://www.yelp.com/biz/nauvoo-cafe-salt-lake-city,3.5,83,Low,"['Breakfast & Brunch', 'American (Traditional)', 'Cafes']",(801) 539-3346, ,Downtown
Blue Finn,https://www.yelp.com/biz/blue-finn-salt-lake-city,4,96,Moderate,"['Sushi Bars', 'Korean', 'Japanese']",(801) 468-1777,2732 State St,City of South Salt Lake
Sweet Cake Bake Shop,https://www.yelp.com/biz/sweet-cake-bake-shop-salt-lake-city,4,57,Low,"['Gluten-Free', 'Bakeries']",(801) 478-6830,457 E 300th S,Central City
High West Saloon,https://www.yelp.com/biz/high-west-saloon-salt-lake-city-2,3.5,56,Moderate,"['American (Traditional)', 'Distilleries', 'Cocktail Bars']",(801) 204-4786, ,
Pizzeria Limone,https://www.yelp.com/biz/pizzeria-limone-salt-lake-city,3.5,123,Low,['Pizza'],(801) 953-0200,613 E 400th S,Central City
Gossip Tapioca,https://www.yelp.com/biz/gossip-tapioca-west-valley-city,4,280,Low,"['Vietnamese', 'Chinese', 'Bubble Tea']",(801) 886-2868,1629 W 3500th S,
Zabb Noodles,https://www.yelp.com/biz/zabb-noodles-south-salt-lake-4,3.5,77,Moderate,['Noodles'],(385) 242-7605,168 E 3300th S,City of South Salt Lake
Sampan Chinese Restaurant,https://www.yelp.com/biz/sampan-chinese-restaurant-salt-lake-city,3,127,Moderate,"['Chinese', 'Salad', 'Noodles']",(801) 467-3663,675 E 2100th S,Liberty Wells
El Meño’s Restaurant,https://www.yelp.com/biz/el-me%C3%B1os-restaurant-salt-lake-city,4,56,Moderate,['Mexican'],(801) 486-0873,73 W 1700th S,Ballpark
Nauvoo Cafe,https://www.yelp.com/biz/nauvoo-cafe-salt-lake-city,3.5,83,Low,"['Breakfast & Brunch', 'American (Traditional)', 'Cafes']",(801) 539-3346, ,Downtown
The Dayroom,https://www.yelp.com/biz/the-dayroom-salt-lake-city,4,3, ,"['Coffee & Tea', 'Breakfast & Brunch']", ,271 Center St W,Capitol Hill
Millie’s Burgers,https://www.yelp.com/biz/millies-burgers-salt-lake-city,4,92,Low,"['Burgers', 'Fast Food']",(801) 466-6043,2092 S 1000th E,Sugar House
